PUID,Action,Timestamp,Status,ServiceName,Metadata,RetryCount,ErrorDetails,_metadata_spanner_mod_type,_metadata_spanner_table_name,_metadata_spanner_commit_timestamp,_metadata_spanner_server_transaction_id,_metadata_spanner_record_sequence,_metadata_spanner_is_last_record_in_transaction_in_partition,_metadata_spanner_number_of_records_in_transaction,_metadata_spanner_number_of_partitions_in_transaction,_metadata_big_query_commit_timestamp,UserId,Source,TransactionId,Processed
8df310a0-cd33-4d4b-83fc-f030c3dd1eb8,CREATE_PAYMENT,2025-01-07 07:58:45.25537 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:58:45.673279 UTC,NDA0ODc4MTUzMDEwMTM0NTE1MA==,00000000,true,1,1,2025-01-07 07:58:51.982541 UTC,,,,
b0c8b164-4da8-4c8c-9d91-b9d3bdb7fa5b,CREATE_PAYMENT,2025-01-07 07:58:56.556982 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:58:56.970751 UTC,MTMyMzM3MjAwODkwMzg1NjAyNDU=,00000000,true,1,1,2025-01-07 07:58:59.173826 UTC,,,,
0772b39a-783f-4e5a-bdfd-b056a5dc2cbb,CREATE_PAYMENT,2025-01-07 07:59:02.179581 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:02.607471 UTC,MzAxMTM3MzkzNTg1OTQwNjgwMg==,00000000,true,1,1,2025-01-07 07:59:04.85664 UTC,,,,
13e1f7bd-1f34-4227-b90d-886c31953f11,CREATE_PAYMENT,2025-01-07 07:59:07.861902 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:08.277039 UTC,NTUxODMzNTE5NzM2MzgxNTgx,00000000,true,1,1,2025-01-07 07:59:12.778152 UTC,,,,
6f7739aa-c335-4c43-8d07-666b20dcf517,CREATE_PAYMENT,2025-01-07 07:59:13.495146 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:13.947599 UTC,MTYxNDY5MTE3ODIyMzM5NTExOTY=,00000000,true,1,1,2025-01-07 07:59:18.365107 UTC,,,,
6a9ea636-02f4-465f-93e9-adf4937cdad4,CREATE_PAYMENT,2025-01-07 07:59:19.265816 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:19.712559 UTC,MTMyMDk4MjQ1Mzk5NDA1MDk5NDQ=,00000000,true,1,1,2025-01-07 07:59:23.962997 UTC,,,,
c057f04f-b109-42a6-a400-7a2f16228cf8,CREATE_PAYMENT,2025-01-07 07:59:24.972498 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:25.514543 UTC,MTU2NjkyNzQ3NjgxNjI0MjU2MA==,00000000,true,1,1,2025-01-07 07:59:29.775164 UTC,,,,
fb0563be-d412-4e6b-8561-b95bda521069,CREATE_PAYMENT,2025-01-07 07:59:30.827753 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:31.282559 UTC,NTI0MTgzNTUzNjQ0NzMyNTA4Nw==,00000000,true,1,1,2025-01-07 07:59:37.504093 UTC,,,,
2ef8ed0b-9494-40d4-8d28-48addda3214a,CREATE_PAYMENT,2025-01-07 07:48:42.034886 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:48:42.441983 UTC,MTAzNTIxMzkxMDM5NzA2OTA3NjI=,00000000,true,1,1,2025-01-07 07:59:40.354316 UTC,89742d37-ff97-40fb-8003-b0e8c746faf6,MobileApp,5fcb95d1-7abc-4781-8b6d-74946de34db4,true
fd80ef85-4e99-44ef-acb4-be1b22cdb21b,CREATE_PAYMENT,2025-01-07 07:44:04.740118 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:44:05.152431 UTC,MjE0Nzk2NzY3MzY4MjQ4MTQyOQ==,00000000,true,1,1,2025-01-07 07:59:40.42925 UTC,b238b30e-54e3-4f1f-b874-46c5af47ee1d,MobileApp,a7195a6d-14c2-4913-ba8a-d65e4557ff63,true
bdff47da-e2b8-48ec-933a-23dc90d015d1,CREATE_PAYMENT,2025-01-07 07:40:18.109256 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:40:18.517375 UTC,NjY4MzA1MTU2NzI3NTcwODYz,00000000,true,1,1,2025-01-07 07:59:40.49341 UTC,a14edda5-8357-4b23-91a6-46a2d278001d,MobileApp,d7528073-1875-4f85-9b41-08f10d5f03ac,true
296416f1-2e38-4241-9047-a0c493f60eae,CREATE_PAYMENT,2025-01-07 07:42:11.572226 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:42:11.979695 UTC,MjQxMDIwMjA1Mzg3MDMyNTA=,00000000,true,1,1,2025-01-07 07:59:40.500388 UTC,5ae88b34-28c0-4280-9201-7f390626eb9d,MobileApp,f21fc22e-785e-4773-983f-73ac06159101,true
c93e4d3a-386b-4b16-8cfe-6f159213d6fd,CREATE_PAYMENT,2025-01-07 07:49:16.323999 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:49:16.732399 UTC,MTQ5MDE4ODUyMjY5NDYzNjAyMDc=,00000000,true,1,1,2025-01-07 07:59:40.502501 UTC,91d5f0c3-00f5-4f7a-8107-267e5308c19c,MobileApp,b529653b-2bc8-4e71-b711-1f5b5d95408b,true
249fb037-ac1f-4671-9804-1c064d149b98,CREATE_PAYMENT,2025-01-07 07:47:15.161619 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:47:15.565999 UTC,NjA0NjExMjI2MTkzODQwMDEyNA==,00000000,true,1,1,2025-01-07 07:59:40.50337 UTC,88738206-d09e-43fc-b52f-ff1b9bda2e2e,MobileApp,f0506e09-fadf-4797-a4d4-427a5ab161ed,true
1c319bd9-eb64-47d2-a948-c93bf73b5a87,CREATE_PAYMENT,2025-01-07 07:39:09.826683 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:39:10.227727 UTC,MTUyMDQ2MDQxNDI1NzE0MjM2MDY=,00000000,true,1,1,2025-01-07 07:59:40.5741 UTC,fa0d1978-1011-46b7-97b0-df6bb76cd375,MobileApp,2d89ef4c-6ecd-423e-9341-84e1499cd92d,true
67ffeaca-9817-4400-bfb4-49489f459ce6,CREATE_PAYMENT,2025-01-07 07:48:02.493295 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:48:02.902623 UTC,MjUxMDMxOTYwMjgzNTI0Mjg4Nw==,00000000,true,1,1,2025-01-07 07:59:40.574767 UTC,ee43e22c-7962-40f5-87d2-322916bf5ba1,MobileApp,41430d7a-f0b4-474b-aae6-e713d7b67df8,true
04e6fbc3-2a68-4f61-8931-e7f936a0c20f,CREATE_PAYMENT,2025-01-07 07:40:23.842351 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:40:24.245343 UTC,MTE5OTc1ODQxMTY2ODk1MTg3NDU=,00000000,true,1,1,2025-01-07 07:59:40.575921 UTC,48b67acb-f6be-4610-8275-ebe2a3ae0ea9,MobileApp,229fe9e9-e2c0-4135-878a-1e93a65ba95d,true
af4a872c-e94f-4636-9789-2985d6c7009a,CREATE_PAYMENT,2025-01-07 07:38:27.689779 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:38:29.465807 UTC,MTU2Mjc1OTkyNjYyMTc0NTAxNzk=,00000000,true,1,1,2025-01-07 07:59:40.584725 UTC,84ff5ffa-9521-4ca2-8b58-ab798ec63f0d,MobileApp,2cf16913-b967-4c34-b1a0-375b1f813273,true
eccff9df-ed64-4f60-a13a-1623014b7af4,CREATE_PAYMENT,2025-01-07 07:41:31.921906 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:41:32.336975 UTC,MTI4MTg3MTMwODM0MjAyOTM0MjQ=,00000000,true,1,1,2025-01-07 07:59:40.584876 UTC,8a4869f8-4b93-4553-a2c3-1baf27308b11,MobileApp,0c4c7bb0-bc0c-4675-b65e-ebd6a0e76c26,true
8e8d270a-2ff6-4fca-916b-b4fccd94e373,CREATE_PAYMENT,2025-01-07 07:49:10.678041 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail_psp,2025-01-07 07:49:11.091855 UTC,MTMzMzU2NDY2Mzk2MjgwMjg3MzM=,00000000,true,1,1,2025-01-07 07:59:40.593623 UTC,56f32941-8d6e-4a01-a0d4-fe7c39118884,MobileApp,93a42a22-5965-493a-8cfd-4e5cf30e1033,true
3b176bc2-6f18-4f3a-9cce-a80e41b62d22,CREATE_PAYMENT,2025-01-07 07:59:36.53736 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:36.990751 UTC,NDM4MDIyNjk4ODE1NjI0MjUz,00000000,true,1,1,2025-01-07 07:59:42.878615 UTC,,,,
a97ae25b-e15b-4225-95f7-c7ade88bdea4,CREATE_PAYMENT,2025-01-07 07:59:53.645146 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 07:59:54.093279 UTC,NzM1OTM2OTM2MzA2Njg0MjIwMw==,00000000,true,1,1,2025-01-07 07:59:58.498659 UTC,,,,
ee26eb4e-3df8-4ffc-890b-38b4a1f5988b,CREATE_PAYMENT,2025-01-07 08:00:05.171563 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:05.653119 UTC,Mjg3MzY4MTg5NzAwMzk5ODU5NA==,00000000,true,1,1,2025-01-07 08:00:09.881713 UTC,,,,
1cd40d63-402a-4308-98b1-40d90f3537b6,CREATE_PAYMENT,2025-01-07 08:00:11.070393 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:11.522863 UTC,MTM2ODM0NjcwOTM4NTQyOTk2ODQ=,00000000,true,1,1,2025-01-07 08:00:15.784766 UTC,,,,
cdfa3090-e543-46e3-9e6e-b3ed820beceb,CREATE_PAYMENT,2025-01-07 08:00:16.773827 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:17.328079 UTC,MTQ0NTYyMjIyNDUzMTIyNTUwNTM=,00000000,true,1,1,2025-01-07 08:00:23.751317 UTC,,,,
f15c2c3c-96b6-4866-a1e4-26c74d5c42a8,CREATE_PAYMENT,2025-01-07 08:00:22.649668 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:23.092495 UTC,Mzg1MTgxNTgxMjQxNzczNTgzMQ==,00000000,true,1,1,2025-01-07 08:00:29.215249 UTC,,,,
1ae39f69-1a45-425f-9bcf-90add86524f2,CREATE_PAYMENT,2025-01-07 08:00:28.343942 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:28.772895 UTC,OTMzNjI3MDA2OTQzNzg2NTU5Mw==,00000000,true,1,1,2025-01-07 08:00:34.782088 UTC,,,,
4d83bb3a-189c-46b3-8a41-43b79d567814,CREATE_PAYMENT,2025-01-07 08:00:39.73253 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:40.153871 UTC,MjYyODI0MDQ1OTc5NjgxNTA5OA==,00000000,true,1,1,2025-01-07 08:00:42.61683 UTC,,,,
8fbfe9bf-8497-4011-a68a-cf2dd84c3d05,CREATE_PAYMENT,2025-01-07 08:00:34.105303 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:34.519247 UTC,NzQwMzk2NDU2NzAwMDAwNjQxMA==,00000000,true,1,1,2025-01-07 08:00:42.736431 UTC,,,,
21f364a2-05ff-44e5-90f2-9a9fb9dfe47c,CREATE_PAYMENT,2025-01-07 08:00:45.373524 UTC,SUCCESS,PaymentService,"{""amount"":100.5,""currency"":""USD""}",0,,INSERT,payment_audit_trail,2025-01-07 08:00:45.795983 UTC,MTY1NTIwNzgwNDcxNTY3NjQ2OTg=,00000000,true,1,1,2025-01-07 08:00:48.087302 UTC,,,,
290adba2,PROCESS_PAYMENT,2025-01-07 08:07:47.885 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.894863 UTC,OTMzMjI3Mzc0NzY0OTUzNjQ5,00000000,true,1,1,2025-01-07 08:07:53.848641 UTC,,,,
fd672a63,SAVE_TRANSACTION,2025-01-07 08:07:50.664 UTC,PENDING,TransactionService,"{""amount"":68.0,""puid"":""fd672a63"",""userId"":""User-fd672a63""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.724639 UTC,ODAzNDAxMTI1MjA2OTg5Njc4NQ==,00000000,true,1,1,2025-01-07 08:07:54.082847 UTC,,,,
290adba2,PROCESS_PAYMENT,2025-01-07 08:07:47.821 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.829327 UTC,MjgwMDg4OTYwNDY1MjA1MzQ2OQ==,00000000,true,1,1,2025-01-07 08:07:54.110759 UTC,,,,
290adba2,UPDATE_STATUS,2025-01-07 08:07:47.845 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.853407 UTC,MTMxNjUxMDAzNzg4ODE4OTQ2OTA=,00000000,true,1,1,2025-01-07 08:07:54.117876 UTC,,,,
290adba2,UPDATE_STATUS,2025-01-07 08:07:50.995 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.007487 UTC,MTQ1Mjg5MTUyNzAyMjM4MzcxNDM=,00000000,true,1,1,2025-01-07 08:07:54.117773 UTC,,,,
fd672a63,PROCESS_PAYMENT,2025-01-07 08:07:50.759 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.773135 UTC,MTU1MjI4MTMxNjgwNDIxMjU1NDA=,00000000,true,1,1,2025-01-07 08:07:54.253295 UTC,,,,
80a604e5,PROCESS_PAYMENT,2025-01-07 08:07:48.799 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:48.808095 UTC,MTM1ODM4MTMwNzc0MTM3NDU1MTY=,00000000,true,1,1,2025-01-07 08:07:54.254687 UTC,,,,
fd672a63,PROCESS_PAYMENT,2025-01-07 08:07:50.806 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.819935 UTC,MTc2MTM1OTMwMzQ1Mzg3OTA5MDc=,00000000,true,1,1,2025-01-07 08:07:54.254421 UTC,,,,
80a604e5,UPDATE_STATUS,2025-01-07 08:07:48.873 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:48.881135 UTC,OTA4OTc2MTk2NjA4MzE3ODE3Mw==,00000000,true,1,1,2025-01-07 08:07:54.267372 UTC,,,,
290adba2,PROCESS_RECONCILIATION,2025-01-07 08:07:50.962 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.972095 UTC,NTA1ODY2MzA2MjkwNDUyMDE3Mw==,00000000,true,1,1,2025-01-07 08:07:54.298923 UTC,,,,
80a604e5,SAVE_TRANSACTION,2025-01-07 08:07:48.717 UTC,PENDING,TransactionService,"{""amount"":73.0,""puid"":""80a604e5"",""userId"":""User-80a604e5""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:48.736991 UTC,MjA0MjUwODk4OTYzNjk5NjUyOQ==,00000000,true,1,1,2025-01-07 08:07:54.298947 UTC,,,,
5edca10a,PROCESS_PAYMENT,2025-01-07 08:07:49.708 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.717759 UTC,MTY2NDIyNzAzMjc0MTIxMjY4NjE=,00000000,true,1,1,2025-01-07 08:07:54.301799 UTC,,,,
80a604e5,PROCESS_PAYMENT,2025-01-07 08:07:48.848 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:48.855983 UTC,NTg4MDcyMjc4Mjg4MDExNw==,00000000,true,1,1,2025-01-07 08:07:54.324082 UTC,,,,
5edca10a,UPDATE_STATUS,2025-01-07 08:07:49.692 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.703039 UTC,MTY2MDA3NjcxMTY1MjkwMDUyMDE=,00000000,true,1,1,2025-01-07 08:07:54.333989 UTC,,,,
5edca10a,PROCESS_PAYMENT,2025-01-07 08:07:49.667 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.676927 UTC,OTEzNTc0NDY0OTcxODkxMTIyNw==,00000000,true,1,1,2025-01-07 08:07:54.33764 UTC,,,,
122de715,UPDATE_STATUS,2025-01-07 08:07:51.821 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.830303 UTC,MTY5OTc1MzgwNzU4MzEwNzM2NjM=,00000000,true,1,1,2025-01-07 08:07:54.338721 UTC,,,,
122de715,SAVE_TRANSACTION,2025-01-07 08:07:51.671 UTC,PENDING,TransactionService,"{""amount"":154.0,""puid"":""122de715"",""userId"":""User-122de715""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.679663 UTC,NTI4NzY4NDU5Njg1MjI4MjAwNA==,00000000,true,1,1,2025-01-07 08:07:54.343105 UTC,,,,
80a604e5,UPDATE_STATUS,2025-01-07 08:07:48.782 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:48.790543 UTC,MTgwNjU0MjY5MTM5MjQ1MzMxMTM=,00000000,true,1,1,2025-01-07 08:07:54.343013 UTC,,,,
55c5a0bd,UPDATE_STATUS,2025-01-07 08:07:47.199 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.207919 UTC,MTc4MjMzNzY3NzcyOTE0Nzg0Mzg=,00000000,true,1,1,2025-01-07 08:07:54.34373 UTC,,,,
fd672a63,PROCESS_PAYMENT,2025-01-07 08:07:50.864 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.875647 UTC,MTQ0OTE1NjA5MTQxNzA1ODIxNTg=,00000000,true,1,1,2025-01-07 08:07:54.345212 UTC,,,,
80a604e5,UPDATE_STATUS,2025-01-07 08:07:52.036 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:52.045343 UTC,NjY4NTkxMjE1MTI1NDIwMzY5OQ==,00000000,true,1,1,2025-01-07 08:07:54.358787 UTC,,,,
290adba2,UPDATE_STATUS,2025-01-07 08:07:47.919 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.927375 UTC,OTYwOTk0NjAzMzUzMDEyODE5Mw==,00000000,true,1,1,2025-01-07 08:07:54.377267 UTC,,,,
290adba2,PROCESS_PAYMENT,2025-01-07 08:07:47.763 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.772639 UTC,MTA4NjY3MzUwMzAzNzg3NjEwODU=,00000000,true,1,1,2025-01-07 08:07:54.474857 UTC,,,,
122de715,PROCESS_PAYMENT,2025-01-07 08:07:51.743 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.753135 UTC,MTY2NzI2OTA3NTY3OTQyNjQ4MjQ=,00000000,true,1,1,2025-01-07 08:07:54.526953 UTC,,,,
fd672a63,UPDATE_STATUS,2025-01-07 08:07:50.96 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.973711 UTC,NjY0MTU4MTUzODUxMTI3MDIwMA==,00000000,true,1,1,2025-01-07 08:07:54.5305 UTC,,,,
55c5a0bd,UPDATE_STATUS,2025-01-07 08:07:50.725 UTC,COMPLETED,TransactionService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.733839 UTC,MTI3MjUzODIzNjg1MTkyOTI1NA==,00000000,true,1,1,2025-01-07 08:07:54.53377 UTC,,,,
122de715,PROCESS_PAYMENT,2025-01-07 08:07:51.703 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.713807 UTC,ODY2MjM5MDE4MzgxNzQ1NzczMA==,00000000,true,1,1,2025-01-07 08:07:54.573618 UTC,,,,
5edca10a,UPDATE_STATUS,2025-01-07 08:07:49.859 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.869087 UTC,MTgxMTE3NDU3NjQ3NDA4ODI1Njg=,00000000,true,1,1,2025-01-07 08:07:54.573603 UTC,,,,
5edca10a,PROCESS_PAYMENT,2025-01-07 08:07:49.767 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.776799 UTC,NjgxMzczMTM0MzUzMTc0MDIzOQ==,00000000,true,1,1,2025-01-07 08:07:54.575038 UTC,,,,
122de715,PROCESS_PAYMENT,2025-01-07 08:07:51.798 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.805759 UTC,NDYyODQyNjk4Njk2OTI5Njk4,00000000,true,1,1,2025-01-07 08:07:54.586892 UTC,,,,
80a604e5,UPDATE_STATUS,2025-01-07 08:07:48.941 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:48.952431 UTC,MjkyOTE2NTU2MjE1MjU5MTA4NA==,00000000,true,1,1,2025-01-07 08:07:54.604955 UTC,,,,
55c5a0bd,PROCESS_PAYMENT,2025-01-07 08:07:47.625 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.633055 UTC,MzQ1NDQ3MjA3NTU0NTAwMzU5MA==,00000000,true,1,1,2025-01-07 08:07:54.60742 UTC,,,,
290adba2,SAVE_TRANSACTION,2025-01-07 08:07:47.609 UTC,PENDING,TransactionService,"{""amount"":551.0,""puid"":""290adba2"",""userId"":""User-290adba2""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.620559 UTC,MTQyNTUxMDgxODk0ODk1MTU4ODA=,00000000,true,1,1,2025-01-07 08:07:54.609784 UTC,,,,
55c5a0bd,UPDATE_STATUS,2025-01-07 08:07:47.647 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.655215 UTC,OTcwMTM5MDc5MzM3Mjg3MTAxNw==,00000000,true,1,1,2025-01-07 08:07:54.612514 UTC,,,,
80a604e5,PROCESS_RECONCILIATION,2025-01-07 08:07:52.006 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:52.016287 UTC,NTg5ODEyNzM0MDk0MTIwNzk2Ng==,00000000,true,1,1,2025-01-07 08:07:54.620334 UTC,,,,
55c5a0bd,PROCESS_RECONCILIATION,2025-01-07 08:07:50.689 UTC,COMPLETED,ReconciliationService,"""Reconciliation processed successfully.""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.698687 UTC,MTY3NTQ2MjQ2ODM5MjMwNTYzMTM=,00000000,true,1,1,2025-01-07 08:07:54.625466 UTC,,,,
5edca10a,SAVE_TRANSACTION,2025-01-07 08:07:49.636 UTC,PENDING,TransactionService,"{""amount"":454.0,""puid"":""5edca10a"",""userId"":""User-5edca10a""}",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.644559 UTC,MTczOTE2OTk4NDYxMzUyODY3ODg=,00000000,true,1,1,2025-01-07 08:07:54.629022 UTC,,,,
290adba2,PROCESS_PAYMENT,2025-01-07 08:07:47.727 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.735951 UTC,ODg5NzE5MzExNDc3NzI4OTc3Nw==,00000000,true,1,1,2025-01-07 08:07:54.633288 UTC,,,,
122de715,PROCESS_PAYMENT,2025-01-07 08:07:51.863 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:51.873279 UTC,Njg4MzcxMjQxNjk0Mjg3OTgyOA==,00000000,true,1,1,2025-01-07 08:07:54.63378 UTC,,,,
5edca10a,PROCESS_PAYMENT,2025-01-07 08:07:49.835 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:49.844735 UTC,Njc2MjExMDY3NjQ1Njk0MDI4Mw==,00000000,true,1,1,2025-01-07 08:07:54.633811 UTC,,,,
55c5a0bd,PROCESS_PAYMENT,2025-01-07 08:07:47.472 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.501615 UTC,MTY4NzI4MjQ1NzU0Njc2MjAxMTc=,00000000,true,1,1,2025-01-07 08:07:54.633815 UTC,,,,
55c5a0bd,PROCESS_PAYMENT,2025-01-07 08:07:47.218 UTC,COMPLETED,PaymentService,"""Payment processed successfully!""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:47.227647 UTC,MTQ4ODI4Njc2Mjc1ODA3MDQ1ODk=,00000000,true,1,1,2025-01-07 08:07:54.633825 UTC,,,,
fd672a63,UPDATE_STATUS,2025-01-07 08:07:50.89 UTC,COMPLETED,PaymentService,"""{}""",0,"",INSERT,payment_audit_trail,2025-01-07 08:07:50.899039 UTC,Mzg4OTE3NTEzODEwODQ2ODgyMQ==,00000000,true,1,1,2025-01-07 08:07:54.635724 UTC,,,,
